recipe_id,name,cuisine,ingredients,instructions
1923,Recipe 1923,Chinese,"fish,lemon,herbs",Stir fry on high heat
1924,Recipe 1924,American,"beans,corn,tomato",Bake until golden
1925,Recipe 1925,Mexican,"chicken,onion,spices",Blend and simmer
1926,Recipe 1926,French,"beef,potato,carrot",Cook slowly for 30 minutes
1927,Recipe 1927,Japanese,"pasta,cheese,cream",Boil and mix ingredients
1928,Recipe 1928,Thai,"rice,vegetables,soy sauce",Simmer for 45 minutes
1929,Recipe 1929,Mediterranean,"tomato,onion,garlic",Stir fry on high heat
1930,Recipe 1930,Indian,"fish,lemon,herbs",Bake until golden
1931,Recipe 1931,Italian,"beans,corn,tomato",Blend and simmer
1932,Recipe 1932,British,"chicken,onion,spices",Cook slowly for 30 minutes
1933,Recipe 1933,Chinese,"beef,potato,carrot",Boil and mix ingredients
1934,Recipe 1934,American,"pasta,cheese,cream",Simmer for 45 minutes
1935,Recipe 1935,Mexican,"rice,vegetables,soy sauce",Stir fry on high heat
1936,Recipe 1936,French,"tomato,onion,garlic",Bake until golden
1937,Recipe 1937,Japanese,"fish,lemon,herbs",Blend and simmer
1938,Recipe 1938,Thai,"beans,corn,tomato",Cook slowly for 30 minutes
1939,Recipe 1939,Mediterranean,"chicken,onion,spices",Boil and mix ingredients
1940,Recipe 1940,Indian,"beef,potato,carrot",Simmer for 45 minutes
1941,Recipe 1941,Italian,"pasta,cheese,cream",Stir fry on high heat
1942,Recipe 1942,British,"rice,vegetables,soy sauce",Bake until golden
1943,Recipe 1943,Chinese,"tomato,onion,garlic",Blend and simmer
1944,Recipe 1944,American,"fish,lemon,herbs",Cook slowly for 30 minutes
1945,Recipe 1945,Mexican,"beans,corn,tomato",Boil and mix ingredients
1946,Recipe 1946,French,"chicken,onion,spices",Simmer for 45 minutes
1947,Recipe 1947,Japanese,"beef,potato,carrot",Stir fry on high heat
1948,Recipe 1948,Thai,"pasta,cheese,cream",Bake until golden
1949,Recipe 1949,Mediterranean,"rice,vegetables,soy sauce",Blend and simmer
1950,Recipe 1950,Indian,"tomato,onion,garlic",Cook slowly for 30 minutes
1951,Recipe 1951,Italian,"fish,lemon,herbs",Boil and mix ingredients
1952,Recipe 1952,British,"beans,corn,tomato",Simmer for 45 minutes
1953,Recipe 1953,Chinese,"chicken,onion,spices",Stir fry on high heat
1954,Recipe 1954,American,"beef,potato,carrot",Bake until golden
1955,Recipe 1955,Mexican,"pasta,cheese,cream",Blend and simmer
1956,Recipe 1956,French,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1957,Recipe 1957,Japanese,"tomato,onion,garlic",Boil and mix ingredients
1958,Recipe 1958,Thai,"fish,lemon,herbs",Simmer for 45 minutes
1959,Recipe 1959,Mediterranean,"beans,corn,tomato",Stir fry on high heat
1960,Recipe 1960,Indian,"chicken,onion,spices",Bake until golden
1961,Recipe 1961,Italian,"beef,potato,carrot",Blend and simmer
1962,Recipe 1962,British,"pasta,cheese,cream",Cook slowly for 30 minutes
1963,Recipe 1963,Chinese,"rice,vegetables,soy sauce",Boil and mix ingredients
1964,Recipe 1964,American,"tomato,onion,garlic",Simmer for 45 minutes
1965,Recipe 1965,Mexican,"fish,lemon,herbs",Stir fry on high heat
1966,Recipe 1966,French,"beans,corn,tomato",Bake until golden
1967,Recipe 1967,Japanese,"chicken,onion,spices",Blend and simmer
1968,Recipe 1968,Thai,"beef,potato,carrot",Cook slowly for 30 minutes
1969,Recipe 1969,Mediterranean,"pasta,cheese,cream",Boil and mix ingredients
1970,Recipe 1970,Indian,"rice,vegetables,soy sauce",Simmer for 45 minutes
1971,Recipe 1971,Italian,"tomato,onion,garlic",Stir fry on high heat
1972,Recipe 1972,British,"fish,lemon,herbs",Bake until golden
1973,Recipe 1973,Chinese,"beans,corn,tomato",Blend and simmer
1974,Recipe 1974,American,"chicken,onion,spices",Cook slowly for 30 minutes
1975,Recipe 1975,Mexican,"beef,potato,carrot",Boil and mix ingredients
1976,Recipe 1976,French,"pasta,cheese,cream",Simmer for 45 minutes
1977,Recipe 1977,Japanese,"rice,vegetables,soy sauce",Stir fry on high heat
1978,Recipe 1978,Thai,"tomato,onion,garlic",Bake until golden
1979,Recipe 1979,Mediterranean,"fish,lemon,herbs",Blend and simmer
1980,Recipe 1980,Indian,"beans,corn,tomato",Cook slowly for 30 minutes
1981,Recipe 1981,Italian,"chicken,onion,spices",Boil and mix ingredients
1982,Recipe 1982,British,"beef,potato,carrot",Simmer for 45 minutes
1983,Recipe 1983,Chinese,"pasta,cheese,cream",Stir fry on high heat
1984,Recipe 1984,American,"rice,vegetables,soy sauce",Bake until golden
1985,Recipe 1985,Mexican,"tomato,onion,garlic",Blend and simmer
1986,Recipe 1986,French,"fish,lemon,herbs",Cook slowly for 30 minutes
1987,Recipe 1987,Japanese,"beans,corn,tomato",Boil and mix ingredients
1988,Recipe 1988,Thai,"chicken,onion,spices",Simmer for 45 minutes
1989,Recipe 1989,Mediterranean,"beef,potato,carrot",Stir fry on high heat
1990,Recipe 1990,Indian,"pasta,cheese,cream",Bake until golden
1991,Recipe 1991,Italian,"rice,vegetables,soy sauce",Blend and simmer
1992,Recipe 1992,British,"tomato,onion,garlic",Cook slowly for 30 minutes
1993,Recipe 1993,Chinese,"fish,lemon,herbs",Boil and mix ingredients
1994,Recipe 1994,American,"beans,corn,tomato",Simmer for 45 minutes
1995,Recipe 1995,Mexican,"chicken,onion,spices",Stir fry on high heat
1996,Recipe 1996,French,"beef,potato,carrot",Bake until golden
1997,Recipe 1997,Japanese,"pasta,cheese,cream",Blend and simmer
1998,Recipe 1998,Thai,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1999,Recipe 1999,Mediterranean,"tomato,onion,garlic",Boil and mix ingredients
2000,Recipe 2000,Indian,"fish,lemon,herbs",Simmer for 45 minutes
